Binomial,Range,Genus,Family,Order,AdultBodyMassG,GenerationLengthD,RedListStatus,TrophicLevel
Dendroprionomys rousseloti,281749406.135777,Dendroprionomys,Nesomyidae,Rodentia,115.8328212,1064.06475,DD,Insectivore
Deomys ferrugineus,1293571911030.08,Deomys,Muridae,Rodentia,57.6,624.3996409,LC,Insectivore
Dephomys defua,426036661800.443,Dephomys,Muridae,Rodentia,43.05,624.3996409,LC,Omnivore
Desmana moschata,1215827278737.44,Desmana,Talpidae,Eulipotyphla,427.64,759.1857214,EN,Insectivore
Desmodilliscus braueri,3380204825929.68,Desmodilliscus,Muridae,Rodentia,10,624.3996409,LC,Herbivore
Desmodillus auricularis,1955065217214.82,Desmodillus,Muridae,Rodentia,54.81,624.3996409,LC,Omnivore
Desmodus rotundus,17726517723851.6,Desmodus,Phyllostomidae,Chiroptera,33.16,2779.7975,LC,Insectivore
Desmomys harringtoni,265251688280.681,Desmomys,Muridae,Rodentia,89.99,624.3996409,LC,Omnivore
Desmomys yaldeni,9679526759.12464,Desmomys,Muridae,Rodentia,89.99,624.3996409,VU,Omnivore
Diaemus youngi,13059176178659.9,Diaemus,Phyllostomidae,Chiroptera,36.71,2064.27635,LC,Insectivore
Diclidurus albus,12498370897284.2,Diclidurus,Emballonuridae,Chiroptera,16.56,788.4,LC,Insectivore
Diclidurus ingens,2088305716175.08,Diclidurus,Emballonuridae,Chiroptera,12.3,788.4,DD,Insectivore
Diclidurus scutatus,1540643004283.93,Diclidurus,Emballonuridae,Chiroptera,13.62,788.4,LC,Insectivore
Dicrostonyx groenlandicus,2561819040763.3,Dicrostonyx,Cricetidae,Rodentia,58.44,392.97,LC,Herbivore
Dicrostonyx hudsonius,492354102385.894,Dicrostonyx,Cricetidae,Rodentia,57,436.1317,LC,Herbivore
Dicrostonyx nelsoni,334105007402.516,Dicrostonyx,Cricetidae,Rodentia,55,436.1317,LC,Herbivore
Dicrostonyx nunatakensis,54570076043.3841,Dicrostonyx,Cricetidae,Rodentia,54.4,436.1317,LC,Herbivore
Dicrostonyx richardsoni,405227617551.952,Dicrostonyx,Cricetidae,Rodentia,55,436.1317,LC,Herbivore
Dicrostonyx torquatus,2615996346350.96,Dicrostonyx,Cricetidae,Rodentia,78.77,479.2934,LC,Herbivore
Dicrostonyx unalascensis,4510238751.08796,Dicrostonyx,Cricetidae,Rodentia,59.76833333,436.1317,DD,Herbivore
Dicrostonyx vinogradovi,7788522866.36957,Dicrostonyx,Cricetidae,Rodentia,59.76833333,436.1317,DD,Herbivore
Didelphis albiventris,6795565816102.08,Didelphis,Didelphidae,Didelphimorphia,1030.47,419.5578,LC,Omnivore
Didelphis aurita,1446047963512.88,Didelphis,Didelphidae,Didelphimorphia,1105.88,553.4351,LC,Omnivore
Didelphis imperfecta,530382959072.289,Didelphis,Didelphidae,Didelphimorphia,904.003,553.4351,LC,Omnivore
Didelphis marsupialis,9324399945373.27,Didelphis,Didelphidae,Didelphimorphia,1134.75,494.7575,LC,Omnivore
Didelphis pernigra,1033727902072.89,Didelphis,Didelphidae,Didelphimorphia,904.003,553.4351,LC,Omnivore
Didelphis virginiana,6033226937424.95,Didelphis,Didelphidae,Didelphimorphia,2442.08,745.99,LC,Omnivore
Dinaromys bogdanovi,79580489974.9635,Dinaromys,Cricetidae,Rodentia,56,589.3882991,VU,Herbivore
Dinomys branickii,1390156699888.18,Dinomys,Dinomyidae,Rodentia,12500,2673.844188,LC,Herbivore
Diomys crumpi,96604723.8953972,Diomys,Muridae,Rodentia,141.0605074,639.6318318,DD,Omnivore
Diphylla ecaudata,8092435593145.34,Diphylla,Phyllostomidae,Chiroptera,28.11,2064.27635,LC,Insectivore
Diplomesodon pulchellum,1820728814264.58,Diplomesodon,Soricidae,Eulipotyphla,11,379.2929563,LC,Insectivore
Diplomys caniceps,432217171.792083,Diplomys,Echimyidae,Rodentia,394.49,739.0095889,DD,Herbivore
Diplomys labilis,110966520710.911,Diplomys,Echimyidae,Rodentia,282.17,739.0095889,LC,Herbivore
Diplothrix legata,799969340.514999,Diplothrix,Muridae,Rodentia,63.85388804,624.3996409,EN,Omnivore
Dipodomys agilis,38595523635.9768,Dipodomys,Heteromyidae,Rodentia,60.21,824.7267,LC,Herbivore
Dipodomys californicus,86209826957.0708,Dipodomys,Heteromyidae,Rodentia,84.95,824.7267,LC,Herbivore
Dipodomys compactus,49440902472.4652,Dipodomys,Heteromyidae,Rodentia,49.25,824.7267,LC,Herbivore
Dipodomys deserti,307685282875.024,Dipodomys,Heteromyidae,Rodentia,107.63,985.4573,LC,Omnivore
Dipodomys elator,10767664468.0276,Dipodomys,Heteromyidae,Rodentia,105.82,1033.3533,VU,Omnivore
Dipodomys heermanni,70208615177.8096,Dipodomys,Heteromyidae,Rodentia,63.08,644.00335,LC,Herbivore
Dipodomys ingens,6784265151.84628,Dipodomys,Heteromyidae,Rodentia,113.61,1033.3533,EN,Herbivore
Dipodomys merriami,1423683816954.98,Dipodomys,Heteromyidae,Rodentia,37.91,688.0925,LC,Omnivore
Dipodomys microps,392308359810.353,Dipodomys,Heteromyidae,Rodentia,56.26,824.7267,LC,Herbivore
Dipodomys nelsoni,192588892125.69,Dipodomys,Heteromyidae,Rodentia,87.93,824.7267,LC,Omnivore
Dipodomys nitratoides,11297009527.5966,Dipodomys,Heteromyidae,Rodentia,41.59,824.7267,VU,Herbivore
Dipodomys ordii,3419731413566.85,Dipodomys,Heteromyidae,Rodentia,50.4,1142.08425,LC,Omnivore
Dipodomys panamintinus,60988137261.4283,Dipodomys,Heteromyidae,Rodentia,73.67,824.7267,LC,Herbivore
Dipodomys phillipsii,62377861372.8353,Dipodomys,Heteromyidae,Rodentia,41,824.7267,LC,Herbivore
Dipodomys simulans,97814574220.2843,Dipodomys,Heteromyidae,Rodentia,57.7,824.7267,LC,Herbivore
Dipodomys spectabilis,523883186071.578,Dipodomys,Heteromyidae,Rodentia,124.61,1081.2493,NT,Omnivore
Dipodomys stephensi,2922889136.26974,Dipodomys,Heteromyidae,Rodentia,68.49,824.7267,EN,Omnivore
Dipodomys venustus,16356394223.4922,Dipodomys,Heteromyidae,Rodentia,81.52,824.7267,LC,Herbivore
Dipus sagitta,3156285044493.03,Dipus,Dipodidae,Rodentia,89,726.1971375,LC,Omnivore
Distoechurus pennatus,536111970965.458,Distoechurus,Acrobatidae,Diprotodontia,52.74,997.9661,LC,Omnivore
Dobsonia anderseni,46526995549.5129,Dobsonia,Pteropodidae,Chiroptera,233.99,2100.6395,LC,Herbivore
Dobsonia beauforti,7912770030.4551,Dobsonia,Pteropodidae,Chiroptera,165.35,2100.6395,LC,Herbivore
Dobsonia chapmani,29113241.2042775,Dobsonia,Pteropodidae,Chiroptera,224.3275,2190,CR,Herbivore
Dobsonia crenulata,209291771293.843,Dobsonia,Pteropodidae,Chiroptera,218.21,2100.6395,LC,Herbivore
Dobsonia emersa,2533404517.26239,Dobsonia,Pteropodidae,Chiroptera,201.06,2100.6395,VU,Herbivore
Dobsonia exoleta,179910944154.85,Dobsonia,Pteropodidae,Chiroptera,302.03,2100.6395,LC,Herbivore
Dobsonia inermis,34750340018.8637,Dobsonia,Pteropodidae,Chiroptera,152.6,2100.6395,LC,Herbivore
Dobsonia minor,614850434427.682,Dobsonia,Pteropodidae,Chiroptera,85.95,2100.6395,LC,Herbivore
Dobsonia moluccensis,31934774073.5509,Dobsonia,Pteropodidae,Chiroptera,447.64,2011.279,LC,Herbivore
Dobsonia pannietensis,5415202611.09915,Dobsonia,Pteropodidae,Chiroptera,239.19,2100.6395,NT,Herbivore
Dobsonia peronii,87783691567.0047,Dobsonia,Pteropodidae,Chiroptera,226.51,2100.6395,LC,Herbivore
Dobsonia praedatrix,44746120758.9676,Dobsonia,Pteropodidae,Chiroptera,178.74,2100.6395,LC,Herbivore
Dobsonia viridis,27753008608.0217,Dobsonia,Pteropodidae,Chiroptera,240.66,2100.6395,LC,Herbivore
Dolichotis patagonum,1242816994504.35,Dolichotis,Caviidae,Rodentia,8000,1675.8343,NT,Herbivore
Dolichotis salinicola,735968049308.093,Dolichotis,Caviidae,Rodentia,1607.6,1675.8343,LC,Herbivore
Dologale dybowskii,484539134779.161,Dologale,Herpestidae,Carnivora,361.92,2343.49,DD,Insectivore
Dorcopsis atrata,83250270.1600458,Dorcopsis,Macropodidae,Diprotodontia,6198.87,1825,CR,Herbivore
Dorcopsis hageni,152971243088.597,Dorcopsis,Macropodidae,Diprotodontia,5499.99,1825,LC,Herbivore
Dorcopsis luctuosa,159592355001.465,Dorcopsis,Macropodidae,Diprotodontia,4939.56,1825,VU,Herbivore
Dorcopsis muelleri,125654760141.084,Dorcopsis,Macropodidae,Diprotodontia,5370.79,1825,LC,Herbivore
Dorcopsulus macleayi,25885915894.2568,Dorcopsulus,Macropodidae,Diprotodontia,2780.54,1825,LC,Herbivore
Dorcopsulus vanheurni,179394549792.146,Dorcopsulus,Macropodidae,Diprotodontia,1890.36,1825,NT,Herbivore
Dremomys everetti,65727420438.6262,Dremomys,Sciuridae,Rodentia,129.78,1384.121263,LC,Omnivore
Dremomys gularis,42686471325.8016,Dremomys,Sciuridae,Rodentia,246.4344257,1384.121263,LC,Omnivore
Dremomys lokriah,361879037407.143,Dremomys,Sciuridae,Rodentia,226.99,1384.121263,LC,Omnivore
Dremomys pernyi,1752952873985.09,Dremomys,Sciuridae,Rodentia,198.63,1384.121263,LC,Omnivore
Dremomys pyrrhomerus,273471040542.45,Dremomys,Sciuridae,Rodentia,245,1384.121263,LC,Omnivore
Dremomys rufigenis,1600227673733.67,Dremomys,Sciuridae,Rodentia,200.32,1384.121263,LC,Omnivore
Dromiciops gliroides,139169354701.194,Dromiciops,Microbiotheriidae,Microbiotheria,25,998.6765636,NT,Insectivore
Dryomys laniger,28682087914.0746,Dryomys,Gliridae,Rodentia,25.91,879.124225,DD,Omnivore
Dryomys niethammeri,28952255.4980965,Dryomys,Gliridae,Rodentia,27.705,879.124225,VU,Omnivore
Dryomys nitedula,5228746460771.9,Dryomys,Gliridae,Rodentia,29.5,879.124225,LC,Omnivore
Dyacopterus brooksi,429470115278.188,Dyacopterus,Pteropodidae,Chiroptera,81.1,1825,VU,Herbivore
Dyacopterus spadiceus,445029703491.009,Dyacopterus,Pteropodidae,Chiroptera,81.1,1825,NT,Herbivore
Dymecodon pilirostris,38974946033.5307,Dymecodon,Talpidae,Eulipotyphla,15.46,759.1857214,LC,Insectivore
Echimys chrysurus,1583343241598.16,Echimys,Echimyidae,Rodentia,609.99,739.0095889,LC,Herbivore
Echimys saturnus,131046359865.93,Echimys,Echimyidae,Rodentia,626.89,739.0095889,DD,Herbivore
Echimys vieirai,68147088987.2248,Echimys,Echimyidae,Rodentia,618.44,739.0095889,DD,Herbivore
Echinops telfairi,111004162194.44,Echinops,Tenrecidae,Afrosoricida,152.25,1967.0915,LC,Carnivore
Echinosorex gymnura,1373927427626.31,Echinosorex,Erinaceidae,Eulipotyphla,756.53,1202.925238,LC,Omnivore
Echiothrix centrosa,29007056079.6586,Echiothrix,Muridae,Rodentia,265,639.6318318,VU,Insectivore
Echiothrix leucura,3632504071.32778,Echiothrix,Muridae,Rodentia,265,639.6318318,EN,Insectivore
Echymipera clara,175468595637.961,Echymipera,Peramelidae,Peramelemorphia,1204.61,1041.8725,LC,Herbivore
Echymipera davidi,278313130.788063,Echymipera,Peramelidae,Peramelemorphia,817.05,649.02515,EN,NotAssigned
Echymipera echinista,631162547.758179,Echymipera,Peramelidae,Peramelemorphia,1204.61,1041.8725,DD,NotAssigned
Echymipera kalubu,840230180477.244,Echymipera,Peramelidae,Peramelemorphia,825.16,649.02515,LC,Omnivore
Echymipera rufescens,859314674934.042,Echymipera,Peramelidae,Peramelemorphia,1051.48,1041.8725,LC,NotAssigned
Ectophylla alba,124361573243.329,Ectophylla,Phyllostomidae,Chiroptera,5.55,2064.27635,NT,Herbivore
Eidolon dupreanum,460027210780.443,Eidolon,Pteropodidae,Chiroptera,297.58,2190,VU,Herbivore
Eidolon helvum,11802302346646.3,Eidolon,Pteropodidae,Chiroptera,254.61,1825,NT,Herbivore
Eira barbara,13375343986313.2,Eira,Mustelidae,Carnivora,4134.99,2686.602133,LC,Omnivore
Elephantulus brachyrhynchus,3874147198849.04,Elephantulus,Macroscelididae,Macroscelidea,45.11,750.2261667,LC,Omnivore
Elephantulus edwardii,193798080175.566,Elephantulus,Macroscelididae,Macroscelidea,49.69,750.2261667,LC,Omnivore
Elephantulus fuscipes,150897655780.953,Elephantulus,Macroscelididae,Macroscelidea,57,750.2261667,DD,Omnivore
Elephantulus fuscus,155038173423.855,Elephantulus,Macroscelididae,Macroscelidea,50.45666667,750.2261667,DD,Omnivore
Elephantulus intufi,1212986368158.84,Elephantulus,Macroscelididae,Macroscelidea,48.9,1202.7224,LC,Omnivore
Elephantulus myurus,968379599261.574,Elephantulus,Macroscelididae,Macroscelidea,59.51,210.0586,LC,Omnivore
Elephantulus pilicaudus,28388862354.4803,Elephantulus,Macroscelididae,Macroscelidea,50.45666667,750.2261667,DD,Omnivore
Elephantulus rozeti,730304783791.971,Elephantulus,Macroscelididae,Macroscelidea,43.07,750.2261667,LC,Omnivore
Elephantulus rufescens,1493641126898.57,Elephantulus,Macroscelididae,Macroscelidea,52.78,837.8975,LC,Omnivore
Elephantulus rupestris,557904436418.318,Elephantulus,Macroscelididae,Macroscelidea,65.56,750.2261667,LC,Omnivore
Eligmodontia moreni,46842775185.3783,Eligmodontia,Cricetidae,Rodentia,18,147.5856,LC,Omnivore
Eligmodontia morgani,371796230142.857,Eligmodontia,Cricetidae,Rodentia,16.5,147.5856,LC,Omnivore
Eligmodontia puerulus,447158566023.025,Eligmodontia,Cricetidae,Rodentia,28.49,147.5856,LC,Omnivore
Eligmodontia typus,922783356541.218,Eligmodontia,Cricetidae,Rodentia,17.37,147.5856,LC,Omnivore
Eliomys melanurus,148690970887.654,Eliomys,Gliridae,Rodentia,100.36,1013.94125,LC,Omnivore
Eliomys munbyanus,873740077765.364,Eliomys,Gliridae,Rodentia,3.365900551,1013.94125,LC,Omnivore
Eliomys quercinus,2362163699905.84,Eliomys,Gliridae,Rodentia,114.61,1013.94125,NT,Omnivore
Eliurus antsingy,1263364366.50585,Eliurus,Nesomyidae,Rodentia,81.67625,604.575,DD,Omnivore
Eliurus danieli,866351276.569299,Eliurus,Nesomyidae,Rodentia,81.67625,604.575,LC,Omnivore
Eliurus ellermani,19813878.4000385,Eliurus,Nesomyidae,Rodentia,100,1064.06475,DD,Omnivore
Eliurus grandidieri,60596301195.969,Eliurus,Nesomyidae,Rodentia,81.67625,604.575,LC,Omnivore
Eliurus majori,88713441628.0689,Eliurus,Nesomyidae,Rodentia,100,1064.06475,LC,Omnivore
Eliurus minor,114231273012.532,Eliurus,Nesomyidae,Rodentia,57.53,604.575,LC,Omnivore
Eliurus myoxinus,279015095275.265,Eliurus,Nesomyidae,Rodentia,69.76,604.575,LC,Omnivore
Eliurus penicillatus,1756695719.20801,Eliurus,Nesomyidae,Rodentia,100,1064.06475,EN,Omnivore
Eliurus petteri,1491975029.38086,Eliurus,Nesomyidae,Rodentia,75,604.575,EN,Omnivore
Eliurus tanala,120856310808.766,Eliurus,Nesomyidae,Rodentia,89.99,604.575,LC,Omnivore
Eliurus webbi,133408493356.068,Eliurus,Nesomyidae,Rodentia,61.13,604.575,LC,Omnivore
Ellobius alaicus,2603339151.64247,Ellobius,Cricetidae,Rodentia,74.32825,589.3882991,DD,Herbivore
Ellobius fuscocapillus,478896248944.2,Ellobius,Cricetidae,Rodentia,80,589.3882991,LC,Herbivore
Ellobius lutescens,310071394474.02,Ellobius,Cricetidae,Rodentia,117.313,766.22453,LC,Herbivore
Ellobius talpinus,2984350724636.07,Ellobius,Cricetidae,Rodentia,40,589.3882991,LC,Herbivore
Ellobius tancrei,3010223775893.16,Ellobius,Cricetidae,Rodentia,60,589.3882991,LC,Herbivore
Emballonura alecto,1212058669505.7,Emballonura,Emballonuridae,Chiroptera,5.25,894.25,LC,Insectivore
Emballonura beccarii,91119169948.2035,Emballonura,Emballonuridae,Chiroptera,4.31,894.25,LC,Insectivore
Emballonura dianae,90456792596.8696,Emballonura,Emballonuridae,Chiroptera,5.226666667,894.25,LC,Insectivore
Emballonura furax,67863564488.754,Emballonura,Emballonuridae,Chiroptera,5.226666667,894.25,LC,Insectivore
Emballonura monticola,1690479339305.51,Emballonura,Emballonuridae,Chiroptera,5.35,894.25,LC,Insectivore
Emballonura raffrayana,216455310751.326,Emballonura,Emballonuridae,Chiroptera,5.61,894.25,LC,Insectivore
Emballonura semicaudata,2134911690.57789,Emballonura,Emballonuridae,Chiroptera,6.29,894.25,EN,Insectivore
Emballonura serii,9326435080.24316,Emballonura,Emballonuridae,Chiroptera,5.226666667,894.25,LC,Insectivore
Enchisthenes hartii,3104105991155.54,Enchisthenes,Phyllostomidae,Chiroptera,16.99,2064.27635,LC,Herbivore
Eoglaucomys fimbriatus,188936375655.007,Eoglaucomys,Sciuridae,Rodentia,510,1384.121263,LC,Herbivore
Eolagurus luteus,398226360868.715,Eolagurus,Cricetidae,Rodentia,26,589.3882991,LC,Herbivore
Eolagurus przewalskii,903281552420.641,Eolagurus,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Herbivore
Eonycteris major,732628361394.136,Eonycteris,Pteropodidae,Chiroptera,70.7,1584.66165,DD,Herbivore
Eonycteris robusta,114506364486.385,Eonycteris,Pteropodidae,Chiroptera,78.36,2190,NT,Herbivore
Eonycteris spelaea,3525628504680.71,Eonycteris,Pteropodidae,Chiroptera,58.7,979.3233,LC,Herbivore
Eospalax fontanierii,1200746710962.65,Eospalax,Spalacidae,Rodentia,256.76,1032.923574,LC,Herbivore
Eospalax rothschildi,231871240153.892,Eospalax,Spalacidae,Rodentia,104.345,1032.923574,LC,Herbivore
Eospalax smithii,134689498348.134,Eospalax,Spalacidae,Rodentia,94.15,717.7762436,LC,Herbivore
Eothenomys cachinus,26620915344.0143,Eothenomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore
Eothenomys chinensis,8999064959.64673,Eothenomys,Cricetidae,Rodentia,45.3,589.3882991,LC,Omnivore
Eothenomys custos,115771459856.414,Eothenomys,Cricetidae,Rodentia,30.8,589.3882991,LC,Omnivore
Eothenomys melanogaster,1722986444193.35,Eothenomys,Cricetidae,Rodentia,19.59,589.3882991,LC,Omnivore
Eothenomys miletus,402718020611.193,Eothenomys,Cricetidae,Rodentia,46.25861204,589.3882991,LC,Omnivore
Eothenomys olitor,177906740797.603,Eothenomys,Cricetidae,Rodentia,22,589.3882991,LC,Omnivore
Eothenomys proditor,38470005994.4083,Eothenomys,Cricetidae,Rodentia,42.5,589.3882991,LC,Omnivore
Eothenomys wardi,8331727431.17142,Eothenomys,Cricetidae,Rodentia,46.25861204,589.3882991,NT,Omnivore
Eozapus setchuanus,545021106576.93,Eozapus,Dipodidae,Rodentia,32.576,726.1971375,LC,Herbivore
Episoriculus caudatus,315602345456.484,Episoriculus,Soricidae,Eulipotyphla,6.27,426.9101194,LC,Carnivore
Episoriculus fumidus,12808650218.8059,Episoriculus,Soricidae,Eulipotyphla,6.95,426.9101194,LC,Carnivore
Episoriculus leucops,236569001284.409,Episoriculus,Soricidae,Eulipotyphla,9.35,426.9101194,LC,Carnivore
Episoriculus macrurus,375510082941.475,Episoriculus,Soricidae,Eulipotyphla,8.157340556,426.9101194,LC,Carnivore
Epixerus ebii,540525789541.568,Epixerus,Sciuridae,Rodentia,520.96,1384.121263,LC,Omnivore
Epomophorus angolensis,383572654208.838,Epomophorus,Pteropodidae,Chiroptera,88.458,1553.790873,NT,Herbivore
Epomophorus anselli,3093943351.64276,Epomophorus,Pteropodidae,Chiroptera,88.458,1553.790873,DD,Herbivore
Epomophorus crypturus,2084351802393.2,Epomophorus,Pteropodidae,Chiroptera,95.04,1553.790873,LC,Herbivore
Epomophorus gambianus,3791198002772.94,Epomophorus,Pteropodidae,Chiroptera,134.59,2349.856741,LC,Herbivore
Epomophorus grandis,508126194.390548,Epomophorus,Pteropodidae,Chiroptera,49.42,1553.790873,DD,Herbivore
Epomophorus labiatus,1765045211461.69,Epomophorus,Pteropodidae,Chiroptera,69.65,1553.790873,LC,Herbivore
Epomophorus minimus,264485882195.876,Epomophorus,Pteropodidae,Chiroptera,88.458,1553.790873,LC,Herbivore
Epomophorus wahlbergi,4968585012592.72,Epomophorus,Pteropodidae,Chiroptera,93.59,1553.790873,LC,Herbivore
Epomops buettikoferi,1079555418915.81,Epomops,Pteropodidae,Chiroptera,135.67,2349.856741,LC,Herbivore
Epomops dobsonii,1366391793614.3,Epomops,Pteropodidae,Chiroptera,122.08,2349.856741,LC,Herbivore
Epomops franqueti,4509719726338.37,Epomops,Pteropodidae,Chiroptera,118.99,2349.856741,LC,Herbivore
Eptesicus andinus,811200273761.177,Eptesicus,Vespertilionidae,Chiroptera,12.56384615,2400.9362,LC,Insectivore
Eptesicus bobrinskoi,643909243119.347,Eptesicus,Vespertilionidae,Chiroptera,7.54,2400.9362,LC,Insectivore
Eptesicus bottae,3885112946368.78,Eptesicus,Vespertilionidae,Chiroptera,15.66,2400.9362,LC,Insectivore
Eptesicus brasiliensis,13117340262551.4,Eptesicus,Vespertilionidae,Chiroptera,9.2,2400.9362,LC,Insectivore
Eptesicus chiriquinus,187151357154.65,Eptesicus,Vespertilionidae,Chiroptera,12.56384615,2400.9362,LC,Insectivore
Eptesicus diminutus,2385956805389.73,Eptesicus,Vespertilionidae,Chiroptera,5.99,2400.9362,LC,Insectivore
Eptesicus dimissus,4071484949.49636,Eptesicus,Vespertilionidae,Chiroptera,13.03,2400.9362,DD,Insectivore
Eptesicus floweri,876002548256.224,Eptesicus,Vespertilionidae,Chiroptera,12.56384615,2400.9362,LC,Insectivore
Eptesicus furinalis,16292708034045.2,Eptesicus,Vespertilionidae,Chiroptera,7.7,2400.9362,LC,Insectivore
Eptesicus fuscus,12789255222366.7,Eptesicus,Vespertilionidae,Chiroptera,17.49,2400.9362,LC,Insectivore
Eptesicus gobiensis,3883902086067.6,Eptesicus,Vespertilionidae,Chiroptera,12.56384615,2400.9362,LC,Insectivore
Eptesicus guadeloupensis,1468688416.30704,Eptesicus,Vespertilionidae,Chiroptera,12.56384615,2400.9362,EN,Insectivore
Eptesicus hottentotus,2853467582287.29,Eptesicus,Vespertilionidae,Chiroptera,30.33,2400.9362,LC,Insectivore
Eptesicus innoxius,167224006784.593,Eptesicus,Vespertilionidae,Chiroptera,12.56384615,2400.9362,NT,Insectivore
Eptesicus japonensis,3409887462.52267,Eptesicus,Vespertilionidae,Chiroptera,12.56384615,2400.9362,EN,Insectivore
Eptesicus nasutus,1865591723867.52,Eptesicus,Vespertilionidae,Chiroptera,7.91,2400.9362,LC,Insectivore
Eptesicus nilssonii,10472992149605,Eptesicus,Vespertilionidae,Chiroptera,10.72,2400.9362,LC,Insectivore
Eptesicus pachyotis,1205038297795.01,Eptesicus,Vespertilionidae,Chiroptera,8.1,2400.9362,LC,Insectivore
Eptesicus platyops,926100899.002013,Eptesicus,Vespertilionidae,Chiroptera,12.56384615,2400.9362,DD,Insectivore
Eptesicus serotinus,12118863135535.7,Eptesicus,Vespertilionidae,Chiroptera,23.09,2400.9362,LC,Insectivore
Eptesicus tatei,1128001701.38637,Eptesicus,Vespertilionidae,Chiroptera,12.56384615,2400.9362,DD,Insectivore
Equus zebra,319595870022.87,Equus,Equidae,Perissodactyla,282462.1,4024.699367,VU,Herbivore
Eremitalpa granti,50294062036.8367,Eremitalpa,Chrysochloridae,Afrosoricida,22.04,1036.557583,LC,Insectivore
Eremodipus lichtensteini,559492755309.87,Eremodipus,Dipodidae,Rodentia,51,726.1971375,LC,Herbivore
Eremoryzomys polius,14290291180.3919,Eremoryzomys,Cricetidae,Rodentia,60.64641072,589.3882991,DD,Omnivore
Erethizon dorsatum,12063259766385.5,Erethizon,Erethizontidae,Rodentia,7419.46,3011.15825,LC,Herbivore
Erinaceus amurensis,4254779309088.76,Erinaceus,Erinaceidae,Eulipotyphla,780,1268.0745,LC,Insectivore
Erinaceus concolor,1346254768993.88,Erinaceus,Erinaceidae,Eulipotyphla,665.99,927.6256,LC,Insectivore
Erinaceus europaeus,3809039021647.45,Erinaceus,Erinaceidae,Eulipotyphla,777.95,1608.5234,LC,Carnivore
Erinaceus roumanicus,6029712132665.16,Erinaceus,Erinaceidae,Eulipotyphla,772,1268.0745,LC,Carnivore
Eropeplus canus,12606895947.6368,Eropeplus,Muridae,Rodentia,50,624.3996409,VU,Omnivore
Erophylla bombifrons,82891948783.2304,Erophylla,Phyllostomidae,Chiroptera,16.28,2064.27635,LC,Omnivore
Erophylla sezekorni,122945384020.78,Erophylla,Phyllostomidae,Chiroptera,15.87,2064.27635,LC,Omnivore
